"event","source","source_id","annotator","annotation_id","annotation_date","annotation_info_url","recording_url","recording_info_url","time_start","time_end","freq_low","freq_high","species","type","lat","lon","alt","effort","contact","additional","taxon","matchId"
"PamGuard64 2_00_16e Drift-17_JST.OE52","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE52",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699936","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.208,119.617,NA,NA,TRUE,"echolocation click event",29.4104532518901,-118.700501473363,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE52"
"PamGuard64 2_00_16e Drift-17_JST.OE53","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE53",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699219","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,118.454,NA,NA,TRUE,"echolocation click event",29.4099859495652,-118.70073294087,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE53"
"PamGuard64 2_00_16e Drift-17_JST.OE54","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE54",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699645","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.411,39.061,NA,NA,TRUE,"echolocation click event",29.4095414201065,-118.700953128358,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE54"
"PamGuard64 2_00_16e Drift-17_JST.OE55","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE55",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700542","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,15.57,NA,NA,TRUE,"echolocation click event",29.3957490089862,-118.706363996732,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE55"
"PamGuard64 2_00_16e Drift-17_JST.OE56","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE56",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700326","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,51.495,NA,NA,TRUE,"echolocation click event",29.3952548603629,-118.706543687141,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE56"
"PamGuard64 2_00_16e Drift-17_JST.OE57","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE57",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698351","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,84.666,NA,NA,TRUE,"echolocation click event",29.3948726211799,-118.706682683207,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE57"
"PamGuard64 2_00_16e Drift-17_JST.OE58","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE58",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699843","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.217,19.799,NA,NA,TRUE,"echolocation click event",29.3945929137544,-118.706778604081,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE58"
"PamGuard64 2_00_16e Drift-17_JST.OE59","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE59",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700538","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,103.362,NA,NA,TRUE,"echolocation click event",29.3937023608922,-118.707073319417,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE59"
"PamGuard64 2_00_16e Drift-17_JST.OE60","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE60",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698223","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",2.375,59.322,NA,NA,TRUE,"echolocation click event",29.3934114653269,-118.707169587014,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE60"
"PamGuard64 2_00_16e Drift-17_JST.OE61","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE61",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698876","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,5.923,NA,NA,TRUE,"echolocation click event",29.3717624155553,-118.705496881022,NA,NA,"shannon.rankin@noaa.gov",NA,"possible Ziphiidae","PamGuard64 2_00_16e Drift-17_JST.OE61"
"PamGuard64 2_00_16e Drift-17_JST.OE62","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE62",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698370","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,11.909,NA,NA,TRUE,"echolocation click event",29.3250943405312,-118.713221718053,NA,NA,"shannon.rankin@noaa.gov",NA,"possible Ziphiidae","PamGuard64 2_00_16e Drift-17_JST.OE62"
"PamGuard64 2_00_16e Drift-17_JST.OE63","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE63",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699933","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,69.273,NA,NA,TRUE,"echolocation click event",29.324232375953,-118.713476560879,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE63"
"PamGuard64 2_00_16e Drift-17_JST.OE64","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE64",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699687","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,101.912,NA,NA,TRUE,"echolocation click event",29.3237902592426,-118.713600966014,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE64"
"PamGuard64 2_00_16e Drift-17_JST.OE65","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE65",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700661","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",3.761,115.747,NA,NA,TRUE,"echolocation click event",29.3233462768409,-118.713725896127,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE65"
"PamGuard64 2_00_16e Drift-17_JST.OE66","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE66",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698777","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",3.447,77.144,NA,NA,TRUE,"echolocation click event",29.3228644015926,-118.713861488729,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE66"
"PamGuard64 2_00_16e Drift-17_JST.OE67","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE67",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698463","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",2.215,117.708,NA,NA,TRUE,"echolocation click event",29.3223843719323,-118.71399656201,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE67"
"PamGuard64 2_00_16e Drift-17_JST.OE68","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE68",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700121","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.011,85.238,NA,NA,TRUE,"echolocation click event",29.3219387402644,-118.714177448415,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE68"
"PamGuard64 2_00_16e Drift-17_JST.OE69","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE69",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698948","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.308,9.782,NA,NA,TRUE,"echolocation click event",29.3215040566665,-118.71438258,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE69"
"PamGuard64 2_00_16e Drift-17_JST.OE70","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE70",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698879","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,45.923,NA,NA,TRUE,"echolocation click event",29.3023593174418,-118.719032386628,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE70"
"PamGuard64 2_00_16e Drift-17_JST.OE71","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE71",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699204","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,9.706,NA,NA,TRUE,"echolocation click event",29.3013579373957,-118.719389441569,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE71"
"PamGuard64 2_00_16e Drift-17_JST.OE72","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE72",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698516","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,115.622,NA,NA,TRUE,"echolocation click event",29.3011086785058,-118.719477888272,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE72"
"PamGuard64 2_00_16e Drift-17_JST.OE73","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE73",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698601","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,17.188,NA,NA,TRUE,"echolocation click event",29.3003671108933,-118.719741025167,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE73"
"PamGuard64 2_00_16e Drift-17_JST.OE74","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE74",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698306","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,7.15,NA,NA,TRUE,"echolocation click event",29.3000368762294,-118.719865415847,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE74"
"PamGuard64 2_00_16e Drift-17_JST.OE75","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE75",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700271","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,44.926,NA,NA,TRUE,"echolocation click event",29.2992710813288,-118.720375945781,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE75"
"PamGuard64 2_00_16e Drift-17_JST.OE76","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE76",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699348","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,52.883,NA,NA,TRUE,"echolocation click event",29.298845196105,-118.720616400981,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE76"
"PamGuard64 2_00_16e Drift-17_JST.OE77","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE77",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700092","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,14.744,NA,NA,TRUE,"echolocation click event",29.2824535074119,-118.721639486078,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE77"
"PamGuard64 2_00_16e Drift-17_JST.OE78","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE78",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699914","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,106.245,NA,NA,TRUE,"echolocation click event",29.2820017729018,-118.721623467124,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE78"
"PamGuard64 2_00_16e Drift-17_JST.OE79","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE79",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699008","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,73.331,NA,NA,TRUE,"echolocation click event",29.2814979955685,-118.72160560268,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE79"
"PamGuard64 2_00_16e Drift-17_JST.OE80","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE80",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700433","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,100.557,NA,NA,TRUE,"echolocation click event",29.2811112469125,-118.721591297437,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE80"
"PamGuard64 2_00_16e Drift-17_JST.OE81","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE81",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700791","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",2.725,119.603,NA,NA,TRUE,"echolocation click event",29.2807206077672,-118.721576436165,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE81"
"PamGuard64 2_00_16e Drift-17_JST.OE82","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE82",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700799","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,115.316,NA,NA,TRUE,"echolocation click event",29.2802828020969,-118.721559780515,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE82"
"PamGuard64 2_00_16e Drift-17_JST.OE83","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE83",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698153","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.121,119.816,NA,NA,TRUE,"echolocation click event",29.2798677838446,-118.721543991777,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE83"
"PamGuard64 2_00_16e Drift-17_JST.OE84","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE84",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699998","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.001,119.741,NA,NA,TRUE,"echolocation click event",29.2794423579841,-118.721528831581,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE84"
"PamGuard64 2_00_16e Drift-17_JST.OE85","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE85",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699693","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.681,115.728,NA,NA,TRUE,"echolocation click event",29.2790343323253,-118.72152056079,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE85"
"PamGuard64 2_00_16e Drift-17_JST.OE86","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE86",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699251","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.169,119.963,NA,NA,TRUE,"echolocation click event",29.2786283274687,-118.721512330962,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE86"
"PamGuard64 2_00_16e Drift-17_JST.OE87","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE87",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700548","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.062,119.763,NA,NA,TRUE,"echolocation click event",29.2782216360137,-118.721504087217,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE87"
"PamGuard64 2_00_16e Drift-17_JST.OE88","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE88",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700769","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.105,59.328,NA,NA,TRUE,"echolocation click event",29.2778109218698,-118.7214572492,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE88"
"PamGuard64 2_00_16e Drift-17_JST.OE89","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE89",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698264","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,77.402,NA,NA,TRUE,"echolocation click event",29.2528874191743,-118.719342308772,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE89"
"PamGuard64 2_00_16e Drift-17_JST.OE90","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE90",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699605","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,60.777,NA,NA,TRUE,"echolocation click event",29.2519877866039,-118.7195755601,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE90"
"PamGuard64 2_00_16e Drift-17_JST.OE91","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE91",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699882","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,18.174,NA,NA,TRUE,"echolocation click event",29.2515734146351,-118.719686230874,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE91"
"PamGuard64 2_00_16e Drift-17_JST.OE92","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE92",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698472","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,67.53,NA,NA,TRUE,"echolocation click event",29.2172646926706,-118.732651873908,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE92"
"PamGuard64 2_00_16e Drift-17_JST.OE93","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE93",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700689","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.367,119.915,NA,NA,TRUE,"echolocation click event",29.2170684189132,-118.732564404081,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE93"
"PamGuard64 2_00_16e Drift-17_JST.OE94","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE94",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700272","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.3,87.876,NA,NA,TRUE,"echolocation click event",29.2168132300579,-118.732450678613,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE94"
"PamGuard64 2_00_16e Drift-17_JST.OE95","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE95",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698450","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",1.338,113.986,NA,NA,TRUE,"echolocation click event",29.2165568659421,-118.732336429387,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE95"
"PamGuard64 2_00_16e Drift-17_JST.OE96","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE96",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698585","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.451,17.223,NA,NA,TRUE,"echolocation click event",29.2158630283934,-118.732034594302,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE96"
"PamGuard64 2_00_16e Drift-17_JST.OE97","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE97",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699330","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,29.988,NA,NA,TRUE,"echolocation click event",29.160155448107,-118.739566857194,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE97"
"PamGuard64 2_00_16e Drift-17_JST.OE98","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE98",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698963","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,25.047,NA,NA,TRUE,"echolocation click event",29.1511449406393,-118.745858282648,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE98"
"PamGuard64 2_00_16e Drift-17_JST.OE99","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE99",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699884","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.4,37.986,NA,NA,TRUE,"echolocation click event",29.1510162557077,-118.745929059361,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE99"
"PamGuard64 2_00_16e Drift-17_JST.OE100","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE100",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698408","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,65.755,NA,NA,TRUE,"echolocation click event",29.1461602102857,-118.74821655151,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE100"
